RunNum,BlockType,Category,Onset,Response,ResponseTime,Accuracy,ImageName,GoTrial
1,2,animals that live in water,1463777351.46,N,2.0071849823,1,funnyclown.jpg,0
1,2,animals that live in water,1463777353.47,N,2.019053936,1,decorative pillow.jpg,0
1,2,animals that live in water,1463777355.49,Y,0.856186151505,1,000802_c141_0039_cslp.jpg,1
1,2,animals that live in water,1463777357.49,N,2.00660800934,1,Peacock-tail-down.jpg,0
1,2,animals that live in water,1463777359.5,N,2.00112199783,1,monarch butterfly.jpg,0
1,2,animals that live in water,1463777361.5,Y,0.754073858261,1,000802_c141_0036_cslp.jpg,1
1,2,animals that live in water,1463777363.5,N,2.0224339962,1,bathrobe.jpg,0
1,2,animals that live in water,1463777365.53,Y,0.661187171936,1,000802_c141_0037_cslp.jpg,1
1,2,animals that live in water,1463777367.54,Y,0.734217166901,1,000802_c141_0042_cslp.jpg,1
1,2,animals that live in water,1463777369.55,N,2.01178312302,1,dairy cow.jpg,0
1,2,animals that live in water,1463777371.56,N,2.00047206879,1,rose.jpg,0
1,2,animals that live in water,1463777373.56,N,2.03254890442,1,bell.jpg,0
1,1,things that are orange,1463777377.9,Y,1.30205798149,1,000204_4332_1038_oslp.jpg,1
1,1,things that are orange,1463777379.9,N,2.00930190086,1,pig.jpg,0
1,1,things that are orange,1463777381.91,N,2.02631807327,1,ballerina.jpg,0
1,1,things that are orange,1463777383.94,Y,1.46107006073,1,000802_c827_0091_cslp.jpg,1
1,1,things that are orange,1463777385.94,Y,1.3439719677,1,970801_0382_4065_oslp.jpg,1
1,1,things that are orange,1463777387.97,Y,0.865303993225,1,970801_0197_1081_oslp.jpg,1
1,1,things that are orange,1463777389.97,N,2.02190709114,1,nurse.jpg,0
1,1,things that are orange,1463777391.99,Y,0.719053030014,1,970801_3331_2049_oslp.jpg,1
1,1,things that are orange,1463777394,N,2.01929092407,1,stand mixer.jpg,0
1,1,things that are orange,1463777396.02,N,2.00621581078,1,970801_1224_1052_oslp.jpg,0
1,1,things that are orange,1463777398.03,N,2.01130008698,1,bread knife.jpg,0
1,1,things that are orange,1463777400.04,N,2.01342797279,1,tuxedo.jpg,0
1,1,things with doors,1463777404.57,N,2.0144109726,1,overalls.jpg,0
1,1,things with doors,1463777406.58,N,2.00243806839,1,wire cutter.jpg,0
1,1,things with doors,1463777408.59,N,2.00160217285,1,carving fork.jpg,0
1,1,things with doors,1463777410.59,N,2.02774095535,1,nail.jpg,0
1,1,things with doors,1463777412.62,N,2.03429913521,1,frog.jpg,0
1,1,things with doors,1463777414.65,Y,0.723666906357,1,greenhouse.jpg,1
1,1,things with doors,1463777416.68,Y,0.972218036652,1,closet 3.jpg,1
1,1,things with doors,1463777418.7,Y,0.769798994064,1,Porsche 911 Carrera.jpg,1
