RunNum,BlockType,Category,Onset,Response,ResponseTime,Accuracy,ImageName,GoTrial
1,1,things made of wood,1463754852.36,N,2.01173305511,1,970801_0116_1042_oslp.jpg,0
1,1,things made of wood,1463754854.37,N,2.00318694115,1,chainsaw.jpg,0
1,1,things made of wood,1463754856.38,Y,0.58433508873,1,970801_0221_1049_oslp.jpg,1
1,1,things made of wood,1463754858.38,Y,0.836319923401,1,birdhouse.jpg,1
1,1,things made of wood,1463754860.38,N,2.01173090935,1,970801_2943_1053_oslp.jpg,0
1,1,things made of wood,1463754862.39,N,2.0140709877,1,boot.jpg,0
1,1,things made of wood,1463754864.41,N,2.00428295135,1,melodica.jpg,0
1,1,things made of wood,1463754866.41,N,2.00763893127,1,970801_0317_1069_oslp.jpg,0
1,1,things made of wood,1463754868.42,Y,0.491291046143,1,970801_4032_1034_oslp.jpg,1
1,1,things made of wood,1463754870.43,Y,0.432402133942,1,970801_0085_1033_oslp.jpg,1
1,1,things made of wood,1463754872.45,N,2.01666307449,1,hatchback.jpg,0
1,1,things made of wood,1463754874.47,N,2.0353000164,1,970801_0397_1001_oslp.jpg,0
1,2,insects,1463754879.28,N,2.01597595215,1,muffin tray.jpg,0
1,2,insects,1463754881.29,Y,0.552742958069,1,Will-we-feed-the-world-on-insects.jpg,1
1,2,insects,1463754883.3,Y,0.465323925018,1,Colorado_potato_beetle_leptinotarsa_decemlineata_insect.jpg,1
1,2,insects,1463754885.33,N,2.0193669796,1,train.jpg,0
1,2,insects,1463754887.34,N,2.03249406815,1,contortionist.jpg,0
1,2,insects,1463754889.38,Y,0.620447874069,0,turkey.jpg,0
1,2,insects,1463754891.38,Y,0.702089071274,1,970801_0959_1113_oslpj.jpg,1
1,2,insects,1463754893.4,N,2.00879502296,1,shirt.jpg,0
1,2,insects,1463754895.41,N,2.02204585075,1,oven.jpg,0
1,2,insects,1463754897.43,N,2.02589321136,1,window.jpg,0
1,2,insects,1463754899.46,Y,0.624169111252,1,970801_0959_1088_oslp.jpg,1
1,2,insects,1463754901.46,N,2.02206301689,1,police officer.jpg,0
1,2,vegetables,1463754906.12,N,2.01438808441,1,mittens.jpg,0
1,2,vegetables,1463754908.13,Y,0.659425973892,1,970801_3734_1027_oslp.jpg,1
1,2,vegetables,1463754910.15,N,2.01746106148,1,pickaxe.jpg,0
1,2,vegetables,1463754912.16,N,2.03321385384,1,locker.jpg,0
1,2,vegetables,1463754914.2,N,2.03428411484,1,plum.jpg,0
1,2,vegetables,1463754916.23,Y,0.588399887085,1,cabbage 2.jpg,1
1,2,vegetables,1463754918.24,N,2.01173591614,1,locomotive.jpg,0
1,2,vegetables,1463754920.25,N,2.0001180172,1,lemons.jpg,0
1,2,vegetables,1463754922.25,Y,0.585264921188,1,970801_4235_1054_oslp.jpg,1
1,2,vegetables,1463754924.26,N,2.0245449543,1,pants.jpg,0
1,2,vegetables,1463754926.28,N,2.03243899345,1,gloves.jpg,0
1,2,vegetables,1463754928.31,Y,0.6876039505,1,970801_0132_1061_oslpe.jpg,1
1,1,things with doors,1463754932.85,N,2.01843309402,1,juicer.jpg,0
1,1,things with doors,1463754934.86,N,2.01822185516,1,970801_0397_1002_oslp.jpg,0
1,1,things with doors,1463754936.88,N,2.00081205368,1,carving fork.jpg,0
1,1,things with doors,1463754938.88,Y,0.720539093018,1,wardrobe.jpg,1
1,1,things with doors,1463754940.89,N,2.02299284935,1,001017_0528_0293_lslp.jpg,0
1,1,things with doors,1463754942.91,N,2.01382684708,1,frog.jpg,0
1,1,things with doors,1463754944.92,Y,0.65616607666,1,finge-arage-door-design.jpg,1
