RunNum,BlockType,Category,Onset,Response,ResponseTime,Accuracy,ImageName,GoTrial
1,1,things that are soft,1463681999.66,N,2.01929783821,1,teacher.jpg,0
1,1,things that are soft,1463682001.68,N,2.03179097176,1,refrigerator.jpg,0
1,1,things that are soft,1463682003.71,Y,0.755584001541,1,feather duster.jpg,1
1,1,things that are soft,1463682005.72,N,2.00881409645,1,cheese grater.jpg,0
1,1,things that are soft,1463682007.72,Y,0.953117847443,1,tabby cat lying down.jpg,1
1,1,things that are soft,1463682009.73,N,2.01397800446,1,motorcycle.jpg,0
1,1,things that are soft,1463682011.74,N,2.00600004196,1,arch.jpg,0
1,1,things that are soft,1463682013.75,N,2.00677585602,1,sedan.jpg,0
1,1,things that are soft,1463682015.76,Y,0.660634040833,1,chair 379.jpg,1
1,1,things that are soft,1463682017.77,Y,0.799775123596,1,stuffed animal 25.jpg,1
1,1,things that are soft,1463682019.79,Y,0.69620513916,1,slippers 6.jpg,1
1,1,things that are soft,1463682021.8,N,2.02404117584,1,turtle.jpg,0
1,2,dangerous animals,1463682026.25,Y,1.07213020325,1,bison 2.jpg,1
1,2,dangerous animals,1463682028.25,Y,0.765079975128,1,jaguar.jpg,1
1,2,dangerous animals,1463682030.26,N,2.02287912369,1,pets.jpg,0
1,2,dangerous animals,1463682032.28,N,2.0009829998,1,canoe.jpg,0
1,2,dangerous animals,1463682034.28,Y,0.818041086197,1,Hippopotamus-Hippopotamus-009.jpg,1
1,2,dangerous animals,1463682036.28,N,2.01647806168,1,harmonica.jpg,0
1,2,dangerous animals,1463682038.3,N,2.01077389717,1,butterfly-05.jpg,0
1,2,dangerous animals,1463682040.31,N,2.0012960434,1,chicks.jpg,0
1,2,dangerous animals,1463682042.31,Y,0.687058925629,1,shark 4.jpg,1
1,2,dangerous animals,1463682044.32,N,2.01195502281,1,cap.jpg,0
1,2,dangerous animals,1463682046.33,N,2.02913784981,1,chisel.jpg,0
1,2,dangerous animals,1463682048.36,N,2.01058888435,1,onion.jpg,0
1,1,things that are very large,1463682052.94,N,2.02839803696,1,pliers.jpg,0
1,1,things that are very large,1463682054.96,Y,0.729005098343,1,airplane.jpg,1
1,1,things that are very large,1463682056.97,Y,0.840590953827,1,image.jpg,1
1,1,things that are very large,1463682058.99,N,2.02974200249,1,cherries.jpg,0
