RunNum,BlockType,Category,Onset,Response,ResponseTime,Accuracy,ImageName,GoTrial
1,1,things that are blue,1463770230.4,N,2.01919794083,0,000405_3077_1013_oslp.jpg,1
1,1,things that are blue,1463770232.42,Y,1.22338223457,0,sailboat 9.jpg,0
1,1,things that are blue,1463770234.45,Y,1.81066799164,1,970801_4028_1001_oslp.jpg,1
1,1,things that are blue,1463770236.47,N,2.02309918404,1,rice cooker.jpg,0
1,1,things that are blue,1463770238.49,Y,0.890269994736,1,970801_3725_1076_oslp.jpg,1
1,1,things that are blue,1463770240.49,N,2.01433706284,1,tambourine.jpg,0
1,1,things that are blue,1463770242.51,Y,0.689923048019,1,970801_0658_1034_oslp.jpg,1
1,1,things that are blue,1463770244.51,Y,0.867492198944,1,970801_0016_1006_oslp.jpg,1
1,1,things that are blue,1463770246.52,N,2.02295184135,1,railing.jpg,0
1,1,things that are blue,1463770248.54,N,2.03365397453,1,grilled vegetables on skewer.jpg,0
1,1,things that are blue,1463770250.57,N,2.01097393036,1,970801_2943_1055_oslp.jpg,0
1,1,things that are blue,1463770252.59,N,2.01335906982,1,970801_9579_1068_oslp.jpg,0
1,2,insects,1463770257.42,N,2.01888394356,1,train.jpg,0
1,2,insects,1463770259.44,N,2.00766301155,1,shirt.jpg,0
1,2,insects,1463770261.45,Y,0.66036605835,1,01-bees.jpg,1
1,2,insects,1463770263.46,N,2.01091194153,1,seal.jpg,0
1,2,insects,1463770265.47,Y,0.686784029007,1,images.jpg,1
1,2,insects,1463770267.47,N,2.02409887314,1,gorilla.jpg,0
1,2,insects,1463770269.5,Y,1.48482894897,1,Will-we-feed-the-world-on-insects.jpg,1
1,2,insects,1463770271.52,N,2.00629997253,1,turkey.jpg,0
1,2,insects,1463770273.53,N,2.00567889214,1,oven.jpg,0
1,2,insects,1463770275.53,N,2.03303599358,1,pineapple.jpg,0
1,2,insects,1463770277.57,N,2.0059800148,1,police officer.jpg,0
1,2,insects,1463770279.57,Y,0.562074184418,1,mosquito_1418603c.jpg,1
1,2,clothes,1463770283.93,Y,0.833801031113,1,water safety vest.jpg,1
1,2,clothes,1463770285.95,Y,0.698027133942,1,kiwi-trousers_C8EAD2AB_large.jpg,1
1,2,clothes,1463770287.96,Y,0.5039498806,1,000426_3788_1029_oslp.jpg,1
