RunNum,BlockType,Category,Onset,Response,ResponseTime,Accuracy,ImageName,GoTrial
1,1,things that are very large,1466629355.71,NA,2.01570606232,1,eye.jpg,0
1,1,things that are very large,1466629357.73,Y,0.68569111824,1,dinosaur.jpg,1
1,1,things that are very large,1466629359.73,Y,1.04183006287,1,airplane.jpg,1
1,1,things that are very large,1466629361.76,Y,1.00228500366,1,windmill 11.jpg,1
1,1,things that are very large,1466629363.77,NA,2.0172021389,1,baby doll on blanket.jpg,0
1,1,things that are very large,1466629365.79,NA,2.00025701523,1,cherries.jpg,0
1,1,things that are very large,1466629367.79,Y,0.828839063644,1,statue of liberty 4.jpg,1
1,1,things that are very large,1466629369.8,NA,2.01682114601,1,pliers.jpg,0
1,1,things that are very large,1466629371.82,Y,0.762498855591,1,FullMoon2010.jpg,1
1,1,things that are very large,1466629373.83,NA,2.01347994804,1,eraser.jpg,0
1,1,things that are very large,1466629375.85,NA,2.0100300312,1,funny small things 5276.jpg,0
1,1,things that are very large,1466629377.86,NA,2.00356507301,1,kitten.jpg,0
1,2,dangerous animals,1466629382.47,Y,0.938773870468,1,husky 6.jpg,1
1,2,dangerous animals,1466629384.49,NA,2.02570414543,1,butterfly-05.jpg,0
1,2,dangerous animals,1466629386.51,Y,0.830950975418,1,snake 40.jpg,1
1,2,dangerous animals,1466629388.52,NA,2.01881790161,1,canoe.jpg,0
1,2,dangerous animals,1466629390.54,NA,2.03305482864,1,onion.jpg,0
1,2,dangerous animals,1466629392.58,NA,2.03534603119,1,frying pan.jpg,0
1,2,dangerous animals,1466629394.61,NA,2.01179409027,1,chicks.jpg,0
1,2,dangerous animals,1466629396.62,NA,2.00275397301,1,chisel.jpg,0
1,2,dangerous animals,1466629398.63,NA,2.03012013435,1,pets.jpg,0
1,2,dangerous animals,1466629400.66,Y,0.886909008026,1,bobcats 1.jpg,1
1,2,dangerous animals,1466629402.66,Y,1.33965396881,1,bison 2.jpg,1
1,2,dangerous animals,1466629404.67,NA,2.02340507507,1,harmonica.jpg,0
1,1,things that are green,1466629409.2,Y,0.734340906143,1,010308_0689_0725_lslp.jpg,1
1,1,things that are green,1466629411.22,NA,2.02279806137,1,970801_0116_1039_oslp.jpg,0
1,1,things that are green,1466629413.24,NA,2.0012409687,1,scientist.jpg,0
1,1,things that are green,1466629415.24,Y,0.724643230438,1,010131_0636_0189_lslp.jpg,1
1,1,things that are green,1466629417.28,NA,2.01521492004,1,970801_2943_1054_oslpr.jpg,0
1,1,things that are green,1466629419.29,Y,0.756460905075,1,010507_0742_0678_lslp.jpg,1
1,1,things that are green,1466629421.3,NA,2.02083897591,1,sweatshirt.jpg,0
1,1,things that are green,1466629423.32,NA,2.03021502495,1,970801_2502_2031_oslpj.jpg,0
1,1,things that are green,1466629425.35,NA,2.02612805367,1,penguin.jpg,0
1,1,things that are green,1466629427.38,Y,0.758399009705,1,000801_0414_0490_lslp.jpg,1
1,1,things that are green,1466629429.38,Y,0.943362951279,1,010205_0645_0052_lslp.jpg,1
