SubjID,RunNumber,Feedback,Version,Counterbalance,TrialNumber,TrialOnset,ChoiceOnset,Condition,LeftGrid,RightGrid,CorrectAnswer,Response,Accuracy,RT
FED_20160622a_3T1,1,y,4,1,1,16.006709098815918,20.523833990097046,Easy,"[5, 2, 12, 11]","[5, 1, 12, 2]",2,1,0,2.183549165725708
FED_20160622a_3T1,1,y,4,1,2,24.007451057434082,28.524571180343628,Easy,"[1, 3, 12, 4]","[3, 12, 1, 6]",2,2,1,1.0501008033752441
FED_20160622a_3T1,1,y,4,1,3,32.00827097892761,36.525310039520264,Easy,"[3, 9, 11, 10]","[10, 9, 3, 12]",1,1,1,1.7668161392211914
FED_20160622a_3T1,1,y,4,1,4,40.00900101661682,44.52601218223572,Easy,"[6, 7, 11, 8]","[8, 7, 11, 9]",1,1,1,1.0001299381256104
FED_20160622a_3T1,1,y,4,1,5,48.00973916053772,52.52679896354675,Hard,"[7, 9, 6, 10, 3, 4, 8, 2]","[2, 4, 6, 10, 3, 8, 9, 5]",1,1,1,1.7168312072753906
FED_20160622a_3T1,1,y,4,1,6,56.01047611236572,60.52752614021301,Hard,"[2, 5, 12, 9, 3, 10, 6, 8]","[3, 12, 6, 5, 9, 8, 1, 4]",1,1,1,2.3169119358062744
FED_20160622a_3T1,1,y,4,1,7,64.01116013526917,68.52827000617981,Hard,"[4, 3, 1, 10, 8, 11, 6, 12]","[11, 3, 1, 10, 8, 2, 7, 4]",2,1,0,2.7002570629119873
FED_20160622a_3T1,1,y,4,1,8,72.0119571685791,76.52894806861877,Hard,"[9, 5, 11, 12, 1, 10, 6, 2]","[9, 1, 6, 10, 5, 12, 7, 8]",1,1,1,0.6835141181945801
FED_20160622a_3T1,1,y,4,1,9,80.01270198822021,84.52981114387512,Hard,"[12, 5, 3, 9, 11, 7, 10, 1]","[8, 12, 11, 7, 3, 4, 5, 9]",2,2,1,1.0167698860168457
FED_20160622a_3T1,1,y,4,1,10,88.01337504386902,92.53055500984192,Hard,"[6, 4, 8, 11, 3, 7, 5, 2]","[6, 8, 5, 4, 3, 11, 2, 10]",1,1,1,2.2502260208129883
