SubjID,RunNumber,Feedback,Version,Counterbalance,TrialNumber,TrialOnset,ChoiceOnset,Condition,LeftGrid,RightGrid,CorrectAnswer,Response,Accuracy,RT
FED_20160520b_3T1,1,y,4,1,1,16.008037090301514,20.52530002593994,Easy,"[6, 10, 7, 2]","[10, 6, 7, 12]",2,2,1,1.400141954421997
FED_20160520b_3T1,1,y,4,1,2,24.00908613204956,28.5263090133667,Easy,"[1, 3, 8, 2]","[4, 1, 3, 8]",2,2,1,1.350208044052124
FED_20160520b_3T1,1,y,4,1,3,32.01013493537903,36.527364015579224,Easy,"[3, 1, 7, 5]","[3, 9, 7, 1]",2,2,1,1.6168339252471924
FED_20160520b_3T1,1,y,4,1,4,40.011120080947876,44.52839708328247,Easy,"[9, 3, 11, 10]","[11, 8, 3, 9]",2,2,1,1.016671895980835
FED_20160520b_3T1,1,y,4,1,5,48.012181997299194,52.52945899963379,Hard,"[6, 4, 1, 5, 7, 9, 8, 10]","[4, 9, 5, 6, 1, 2, 3, 7]",2,1,0,1.8502140045166016
FED_20160520b_3T1,1,y,4,1,6,56.013230085372925,60.530441999435425,Hard,"[10, 11, 12, 1, 2, 7, 6, 8]","[1, 6, 8, 10, 7, 11, 12, 3]",1,2,0,1.2334280014038086
FED_20160520b_3T1,1,y,4,1,7,64.0141761302948,68.53144598007202,Hard,"[11, 2, 7, 8, 3, 1, 12, 5]","[3, 1, 2, 11, 5, 12, 8, 9]",1,2,0,1.4001641273498535
FED_20160520b_3T1,1,y,4,1,8,72.01522302627563,76.5491590499878,Hard,"[7, 3, 1, 5, 12, 2, 6, 8]","[3, 6, 2, 1, 5, 12, 11, 4]",1,1,1,1.6001980304718018
FED_20160520b_3T1,1,y,4,1,9,80.01626205444336,84.51691699028015,Hard,"[11, 2, 1, 10, 7, 3, 8, 9]","[2, 8, 4, 3, 1, 10, 7, 11]",2,1,0,1.0834059715270996
FED_20160520b_3T1,1,y,4,1,10,88.00064992904663,92.51785492897034,Hard,"[11, 1, 7, 12, 5, 3, 2, 8]","[2, 1, 5, 12, 8, 11, 9, 10]",1,1,1,1.5335891246795654
FED_20160520b_3T1,1,y,4,1,11,96.00169491767883,100.51889896392822,Hard,"[6, 5, 2, 3, 12, 4, 11, 8]","[5, 3, 8, 6, 11, 12, 9, 1]",1,2,0,1.5168521404266357
FED_20160520b_3T1,1,y,4,1,12,104.00267291069031,108.55328607559204,Hard,"[6, 11, 10, 12, 5, 1, 4, 7]","[6, 8, 10, 1, 5, 11, 12, 2]",2,2,1,1.7335419654846191
FED_20160520b_3T1,1,y,4,1,13,112.0037169456482,116.52087807655334,Easy,"[4, 2, 12, 9]","[4, 2, 8, 12]",2,2,1,1.2501769065856934
FED_20160520b_3T1,1,y,4,1,14,120.0047619342804,124.52196907997131,Easy,"[12, 3, 8, 1]","[3, 8, 12, 2]",2,2,1,1.8502299785614014
FED_20160520b_3T1,1,y,4,1,15,128.00581002235413,132.52306509017944,Easy,"[3, 9, 8, 6]","[6, 9, 8, 5]",1,1,1,0.9001049995422363
FED_20160520b_3T1,1,y,4,1,16,136.00679206848145,140.52405309677124,Easy,"[11, 7, 8, 2]","[10, 11, 7, 8]",2,2,1,1.6668758392333984
FED_20160520b_3T1,1,y,4,1,17,160.00995707511902,164.52709913253784,Hard,"[7, 5, 11, 3, 8, 2, 4, 6]","[12, 11, 9, 8, 5, 2, 7, 3]",2,1,0,1.4835848808288574
FED_20160520b_3T1,1,y,4,1,18,168.0109670162201,172.52818894386292,Hard,"[11, 7, 6, 3, 1, 2, 5, 8]","[1, 5, 11, 7, 10, 3, 2, 6]",2,1,0,1.3001410961151123
FED_20160520b_3T1,1,y,4,1,19,176.0119469165802,180.52924013137817,Hard,"[9, 6, 10, 5, 1, 11, 12, 3]","[6, 7, 1, 10, 11, 9, 5, 12]",2,2,1,1.300135850906372
FED_20160520b_3T1,1,y,4,1,20,184.01299500465393,188.5302700996399,Hard,"[11, 3, 10, 9, 5, 4, 7, 6]","[6, 9, 11, 4, 10, 5, 8, 12]",1,1,1,1.6167619228363037
FED_20160520b_3T1,1,y,4,1,21,192.01404809951782,196.53132700920105,Easy,"[12, 5, 9, 2]","[5, 9, 7, 12]",2,1,0,1.3001430034637451
FED_20160520b_3T1,1,y,4,1,22,200.0150809288025,204.53229999542236,Easy,"[5, 7, 10, 11]","[5, 7, 11, 6]",1,1,1,0.700110912322998
FED_20160520b_3T1,1,y,4,1,23,208.01612997055054,212.53324007987976,Easy,"[9, 12, 8, 11]","[4, 9, 8, 12]",2,2,1,1.150251865386963
FED_20160520b_3T1,1,y,4,1,24,216.00043892860413,220.51771712303162,Easy,"[9, 5, 7, 4]","[4, 7, 5, 11]",1,1,1,1.2501418590545654
FED_20160520b_3T1,1,y,4,1,25,224.00152206420898,228.5187690258026,Easy,"[2, 7, 3, 8]","[3, 8, 2, 11]",1,1,1,0.9334249496459961
FED_20160520b_3T1,1,y,4,1,26,232.00254702568054,236.519681930542,Easy,"[2, 6, 4, 5]","[6, 2, 9, 4]",2,2,1,1.3002431392669678
FED_20160520b_3T1,1,y,4,1,27,240.00359892845154,244.5207850933075,Easy,"[8, 11, 2, 6]","[10, 8, 2, 11]",2,2,1,1.2502219676971436
FED_20160520b_3T1,1,y,4,1,28,248.0045931339264,252.5218391418457,Easy,"[2, 6, 11, 1]","[1, 2, 6, 3]",1,1,1,1.033524990081787
