SubjID,RunNumber,Feedback,Version,Counterbalance,TrialNumber,TrialOnset,ChoiceOnset,Condition,LeftGrid,RightGrid,CorrectAnswer,Response,Accuracy,RT
FED_20150615a_3T2,1,y,4,1,1,16.016072034835815,20.52209210395813,Easy,"[8, 2, 12, 1]","[12, 2, 8, 7]",1,1,1,1.5419869422912598
FED_20150615a_3T2,1,y,4,1,2,24.005211114883423,28.527990102767944,Easy,"[12, 9, 1, 5]","[5, 12, 9, 4]",1,1,1,1.122945785522461
FED_20150615a_3T2,1,y,4,1,3,32.0110719203949,36.517030000686646,Easy,"[5, 1, 7, 10]","[5, 1, 10, 11]",1,1,1,0.8895800113677979
FED_20150615a_3T2,1,y,4,1,4,40.0001859664917,44.52383494377136,Easy,"[10, 5, 7, 8]","[5, 7, 9, 10]",2,2,1,1.0884370803833008
FED_20150615a_3T2,1,y,4,1,5,48.00689911842346,52.52872705459595,Hard,"[2, 12, 9, 6, 11, 5, 3, 8]","[12, 2, 1, 6, 10, 11, 5, 9]",2,1,0,1.5252408981323242
FED_20150615a_3T2,1,y,4,1,6,56.0119469165802,60.518423080444336,Hard,"[2, 9, 10, 11, 12, 1, 5, 3]","[12, 1, 7, 9, 10, 8, 11, 2]",2,1,0,1.7928388118743896
FED_20150615a_3T2,1,y,4,1,7,64.00103211402893,68.52625393867493,Hard,"[9, 6, 12, 7, 8, 2, 3, 5]","[12, 9, 2, 10, 1, 7, 6, 8]",2,2,1,1.0366661548614502
FED_20150615a_3T2,1,y,4,1,8,72.00632691383362,76.52909398078918,Hard,"[12, 3, 8, 5, 7, 1, 2, 6]","[6, 5, 12, 7, 1, 2, 3, 10]",1,1,1,1.8099009990692139
FED_20150615a_3T2,1,y,4,1,9,80.01225304603577,84.51825308799744,Hard,"[9, 6, 5, 2, 7, 11, 12, 3]","[6, 9, 7, 10, 11, 1, 5, 2]",2,2,1,1.6943018436431885
FED_20150615a_3T2,1,y,4,1,10,88.00135803222656,92.52411389350891,Hard,"[6, 8, 7, 10, 9, 1, 5, 2]","[1, 5, 6, 2, 7, 8, 9, 12]",1,1,1,1.474985122680664
FED_20150615a_3T2,1,y,4,1,11,96.00727391242981,100.53077006340027,Hard,"[10, 12, 6, 7, 3, 9, 8, 2]","[9, 7, 8, 3, 6, 2, 4, 1]",1,1,1,1.4072139263153076
FED_20150615a_3T2,1,y,4,1,12,104.01388502120972,108.5190019607544,Hard,"[7, 3, 1, 5, 10, 2, 6, 11]","[11, 3, 10, 1, 2, 6, 7, 8]",1,1,1,1.2406351566314697
FED_20150615a_3T2,1,y,4,1,13,112.00220704078674,116.52499103546143,Easy,"[12, 6, 7, 2]","[6, 7, 10, 12]",2,2,1,1.2083189487457275
FED_20150615a_3T2,1,y,4,1,14,120.0079460144043,124.51680397987366,Easy,"[4, 5, 11, 8]","[4, 2, 11, 5]",2,2,1,1.422044038772583
FED_20150615a_3T2,1,y,4,1,15,128.01372909545898,132.51954197883606,Easy,"[12, 7, 6, 11]","[9, 7, 12, 6]",2,2,1,1.039093017578125
FED_20150615a_3T2,1,y,4,1,16,136.00252509117126,140.52532601356506,Easy,"[6, 8, 12, 7]","[12, 8, 6, 10]",2,2,1,0.8886170387268066
FED_20150615a_3T2,1,y,4,1,17,160.00414204597473,164.52617812156677,Hard,"[8, 3, 10, 7, 9, 11, 12, 4]","[7, 11, 12, 9, 4, 8, 3, 2]",1,2,0,1.2404217720031738
FED_20150615a_3T2,1,y,4,1,18,168.00936007499695,172.53206491470337,Hard,"[9, 1, 10, 7, 5, 8, 4, 3]","[6, 10, 12, 7, 9, 5, 8, 1]",2,2,1,1.7930991649627686
FED_20150615a_3T2,1,y,4,1,19,176.01515007019043,180.52117800712585,Hard,"[2, 3, 5, 1, 8, 11, 7, 12]","[11, 12, 3, 1, 2, 5, 8, 9]",1,1,1,1.6757919788360596
FED_20150615a_3T2,1,y,4,1,20,184.00427794456482,188.5270869731903,Hard,"[7, 10, 11, 5, 6, 1, 8, 2]","[7, 5, 6, 1, 11, 8, 10, 12]",2,1,0,1.3912241458892822
FED_20150615a_3T2,1,y,4,1,21,192.01007390022278,196.53294706344604,Easy,"[10, 4, 8, 9]","[4, 9, 10, 3]",1,1,1,0.7880940437316895
FED_20150615a_3T2,1,y,4,1,22,200.01610898971558,204.52195692062378,Easy,"[11, 5, 12, 10]","[10, 5, 11, 8]",1,1,1,1.023277997970581
FED_20150615a_3T2,1,y,4,1,23,208.00497102737427,212.52835702896118,Easy,"[10, 3, 12, 11]","[10, 12, 3, 2]",2,2,1,0.955049991607666
FED_20150615a_3T2,1,y,4,1,24,216.01139497756958,220.5169939994812,Easy,"[10, 3, 8, 2]","[3, 10, 8, 12]",1,2,0,2.4636740684509277
FED_20150615a_3T2,1,y,4,1,25,224.0001139640808,228.522803068161,Easy,"[6, 12, 7, 2]","[2, 12, 7, 10]",1,1,1,1.3586008548736572
FED_20150615a_3T2,1,y,4,1,26,232.00582695007324,236.5471670627594,Easy,"[4, 1, 11, 7]","[1, 7, 11, 2]",1,1,1,1.908491849899292
FED_20150615a_3T2,1,y,4,1,27,240.02858710289001,244.51788806915283,Easy,"[11, 6, 10, 8]","[8, 11, 10, 1]",1,1,1,0.8550319671630859
FED_20150615a_3T2,1,y,4,1,28,248.00101494789124,252.52376294136047,Easy,"[4, 10, 3, 5]","[10, 4, 1, 3]",2,2,1,1.2738440036773682
FED_20150615a_3T2,1,y,4,1,29,256.00689792633057,260.5294818878174,Hard,"[5, 8, 6, 2, 11, 1, 4, 10]","[1, 7, 8, 11, 12, 5, 2, 6]",2,1,0,1.0898401737213135
FED_20150615a_3T2,1,y,4,1,30,264.0126779079437,268.5191218852997,Hard,"[8, 12, 4, 1, 10, 2, 3, 7]","[10, 2, 9, 12, 1, 8, 4, 3]",2,1,0,1.5080080032348633
FED_20150615a_3T2,1,y,4,1,31,272.00232911109924,276.52459597587585,Hard,"[7, 4, 10, 5, 1, 8, 9, 6]","[6, 7, 4, 1, 10, 8, 9, 2]",1,1,1,1.2782890796661377
FED_20150615a_3T2,1,y,4,1,32,280.00760197639465,284.52992701530457,Hard,"[8, 9, 7, 6, 2, 11, 10, 3]","[7, 4, 8, 2, 6, 5, 9, 11]",2,2,1,0.8407039642333984
FED_20150615a_3T2,1,y,4,1,33,304.00800609588623,308.5306980609894,Easy,"[1, 9, 12, 7]","[12, 9, 7, 10]",1,1,1,1.3433258533477783
FED_20150615a_3T2,1,y,4,1,34,312.01389503479004,316.5224640369415,Easy,"[7, 2, 9, 10]","[10, 2, 7, 12]",1,1,1,0.8529760837554932
FED_20150615a_3T2,1,y,4,1,35,320.00284910202026,324.52614092826843,Easy,"[9, 7, 5, 1]","[9, 7, 5, 8]",1,1,1,0.7374570369720459
FED_20150615a_3T2,1,y,4,1,36,328.0092349052429,332.5316069126129,Easy,"[3, 9, 7, 6]","[3, 4, 9, 7]",2,2,1,0.6877200603485107
